,Prompt,Image link 1,Image link 2,Image link 3,Image link 4,Image link 5,Image link 6,Image link 7,Image link 8
10,"vintage international travel poster, large tree, oregon, heart in the center of the tree, rainbow in the background, gouache",https://cdn4.telegram-cdn.org/file/Awl-7CvNdGKs8DIBHwKH-wS9rSYiKMfax6ra6gu4Tu_-KuvfsL8IcFvsx8VdawWHfd_OdpqEU77U7EVnJdzos_NkX4kn6Pckk7l3kyffbZ6K4g-_f1C-6ZuC2fTjqsQz_TmdIz2IkwiJL0JUZsk02Jsff04JOtRMlOHsa-dLk-N8IwQAU6zZ-CdYBTleF2YjBIvt3ve3CJcWi3a2QAZrwXw5Uo6euHlJ_ZTJB2T2WD0sAfTK2ebvasZnX7eusXfsmDYPbdm38mCTfLW_OSt0BKg5j81CfNBqw2y1zSOvUfF5egA4iGYFOsG3ftel-o1SDGBKLYqtyORSVELwvhq4BA.jpg,https://cdn4.telegram-cdn.org/file/jCeD42O7CCPOxjNwg9yRmTo-N_EzNFC01Q9-bR4vY68UcscB7fBYhjBrRglh8RkSOb2Jn0GxlutnTAaglf1ifgDfXM0fp6SE6UrDXsyHgeSSMS4qiBcDylFCXoeMQAQ68hGakH6_y6xCG2K7xNqyodk_FLSXSDtIW6PVIgjW1mUEGvmaY4YP7sC2474AvAQA5FUxc3gSNQrr7ESXmzLaJMhxj3Fueu0-jMJZNOtIQcWQm56KWlNRxTVab92JB9H88-y0FahoewxG1IljuT_oxN5CSG73AJUgTA98WZw2bCEzDGbJcLtsum5l2_T0wOuWqYG-w-Uik0_rgHi_qG_EwQ.jpg,https://cdn4.telegram-cdn.org/file/Zp8-vePPHJQ5plX9nM6KqSM96oRxBBv9nhroVE5YVnHtOy5QGlzfVo9NCcWvdSlKBFgx_0O0_NX7xaKrHfiG-im0pH3XMv1xzHn4y62yrzH8o5E4IwLz6Zv7dD9Ncl480eyer1T7A_A30qINVMZLSjLSDaCZ0vQbIiPR1jXCYLFdF6Ro3dOX-6FrPHDWMdyG2tvsgCNdBUk5TLDKwRe44egyUpmXBcmoG6u5EMuQgNjyRYnW46Khtb-5SPIsit9-cz0SSJwC3k91dl4QkSDJlu3TeFo6KvwwPb6u_zdGURBcKa68orwscjowkG6Y_TUJWLzBLpI4nU_A-Kg8tyTjFg.jpg,,,,,
11,"cute medusa portrait, hair made of leaves :: seamless :: dress made of wood, leaves and flowers, victorian style :: cinematic lighting, hyperdetailed, cgsociety, 8k, high resolution, Charlie Bowater, Tom Bagshaw, face portrait, grainy and old, burnt edges, golden ratio, wet forest background, greyscale, sepia gradient, vfx, postprocessing :: achaeminus copycats",https://cdn4.telegram-cdn.org/file/JfmdBmSnboekJXoJHCCIWdSfSIq3ZsubNeW_VFSVC9t_hWSvpb6426h3yzVQImK0GVKMb8x6le6tDFjZvDDNGTS3tqWMY4U0vVZB88RwAXLmqhtLezfH-Ej5zPgX4mPbmErkXNSS-bgdftJeo5COvsXfMSj2ECALUovG1n247ex5jE-9r2oNhlEAxXU7FpCM1Mu1UcHqb13e_FRpzwY0zil879UoQtkR3QpO9D9pkYhMWxs8bvUYjnFZUC1u7yaSi0u-Gfvy9cSB61CKEX9_1iKr-A5oarIRJc-0nCp3qINDCltahCbNh0I2BWdomCo4YQqJzbuF1QxYLE_R7Lgt7w.jpg,,,,,,,
12,"Tarot card of the Magic and Balance and Foresight, Teal and Green and Gray tones, dark grey paper, patterns of constellation, inspired by the night sky, mysterious, occult, ornate, elaborate, intricate details, beautiful, eloquent, comfort, knowledge, in the style of sparth, final fantasy, trending on art station#tarot",https://cdn4.telegram-cdn.org/file/cHdFbgPJfSBGZ1RVUS3nu5w7WKgv24oRv9e1xSVtioHw5A08kBGwLbWmDprGTAfmpRQB8Co8bYSt6D5-C6V_qKR0hbQX0PdYCwXMhcuiyoIraauY5uyTXqTAIS2lzZt67B4FGr_gCM0PS9IK86m4Uuv5Jus1yEJDHcIibVKFODyqNk4l0Ig1KrZ2gg2jk-rlMBwEPn67KoCEw2LXkQgwVqr9Y-Vrut2K7F-z8-ewswWcO1xESecjocxs0UhdXZHxHQuJMYcECBJYj1E-5ylUGUVcSIkahxkBn28KVchLMST0VNvVl4P3qW8jYaCZ8fB2sggE5OclfHjDFfnsMlnu6Q.jpg,https://cdn4.telegram-cdn.org/file/U6FOtJ2tI0F4RamX_u1Law4n-Dz9GDnsBgG0ZRRoXyUB580Xpe-TiGQGd2yIltCUpJs1bQ3MFa8KSvrB_NN0BHsXDERnow58ZIKqvD8Lrpwk4IQ6XEmfXV4ZB9vhgXhpCNVR3j9YlxKzLggVyTLXGUYAvIDgJGxUpbwN2ntIml76YjRKuXMkI1aDaAcRdNajMQrNj3sXoX2koq4ex8LPN1JdcUgLeXoxg6w6HNncLM4jEEbNijDz3kgwmlpzQ8tCgBRk5yg7zK_F_Y2iSAvhjzDXyEmeZ495bfqvvfl4t_B4-Mk2xh8_4iW972czrQa3CXWOOHkVQgrdlxAcY34odw.jpg,https://cdn4.telegram-cdn.org/file/ZTIrdiMzI5lamsD3_3HL4pugpydBrUCyUogOjBQv2CHu8uhwk5UlTFcEDFn07N9LNuy3UMD3Nw32zSVuMRe9F25hU0byDbz2YLdjJdNxhBu6yt5u2lWxexa6aormAS447eGsY8fwbshZhA3Zz-jtIkeFxDq_x9Hj5sJG_nYwxALgdV6bUUOfxSrzXDNG7j9R574r0Ui-TdxItctJ5tdMMjXwM7q1OoweRCQd1vW0OWmO-fYCbG7AQX28ao3E9qYfc16_5B-k6vmwS7VHyTKC_Qmo9cJ06Oqbv4mcz3QgY00urjiMtxBuNcjd-ttCOMHRjVRTesFgoR9vAoHs8mX0MA.jpg,,,,,
13,< retro dark vintage sci-fi : : 2D matte dark gouache illustration : : dark ancient cerebral jellyfish guardian : : 4k symmetrical portrait,https://cdn4.telegram-cdn.org/file/qFbUHaHFOrkIQBQ76DJFv-kfidGElj7AY2axKzJASnqWBReVR3utf7CySfO9590ROje88vhn6_e7tHF89PwCEpmRZXsm95egh8VyPAwdfttOer3LLfgJ7gULqk3q65ljETo9H90u-YbticVEh-r28bAVSK07fS9yPVhkuefbcNqLBojLuGt5CDFKq85srtd6KBLz-zjEasw2Xrohk8rbOtG2veHgcZUQpjhtc39_-8e1LsH1BU5nHMGAc7gxDNPnl-pii0IgiG3WLpGedUcP-o3pGbtL9UQ9zaqnzOeLA29dxBbrkuDVlaHo4DdnQVkxc_ESf6AY4kMo79xTCadbKA.jpg,https://cdn4.telegram-cdn.org/file/cdDp0CZ-f9o3FiUuhA5rVFpUl43oGMlAQCN-gM5YRiZpqJTcADgDHNDKAvR1ShRXbOTSEjWKyBpFElK-arIclA4l5XfwC5hIHbSUOTXXSx9glCf_WlVYWbxJsjQpgIldaa2rb87pq0kDtWh1h4pyPp56zeU-qvIUBqc78_cgVl10ti-WNBUg1Bo-2c-cMxQ2buDwEkzKGdS0izVOG9lRGV5E6RlpvxlbKFIBcVFuuomtS-DXdv6XbF-65m6uT2aG_JuZsRzv4UZMnHYiRrsDE-WGIp3ZokEnd4vor0RFnWsWPuY-qOnZIw7miIX-BoZWxdBdF-5GmC4F_f5vm2fc5w.jpg,https://cdn4.telegram-cdn.org/file/BxHVSEDaafW7mvKoGEku7MijkalAbjhJ5pdA5vENfTfEOGF4IWw5rv09OkIKRCwJipYNX7AcQtIKSLaAZ1PGt-xIiczdWrV7rNhvWPkrKQb9eXcyEQR7eNtyQbOuj6Pptnu-6-Ae2r7k50GbXGej3OX0TkU_6hKs1YJ4nESSX9a7NZLcsR9PCx0W2-72Sqg_NrIJ9vJ-0XiXUPQl0teLwsMDm5xPXnwyNF-KV8XDiCUtHcGv6_HxAxsmC_OV-RdBrpY9ZgNf6tsQZWEOeCR0gsUQ_X8E5h6HRPWRogo8zB7LZHEPrlTsgVLof2V2pZfyRJWdI3ookIQtZg0LMNJ32Q.jpg,https://cdn4.telegram-cdn.org/file/HpMmkPeZJSE3GFU4w6LGUmiWdawvgJsHl03R5QQiCsIqo2S0KX92Ez3C47sKEdH77OJHRwgDvk158vQEe7NFZ1CPJuea26lLPKhG2YMg9zX0Lkrt04cmzU2NF12nOishUVP-CsFWCevMguuBwgW3af6DW3AJt4lYWjhN5McoJvn3LdSCXaGXAifmB-du3UMPsR1idgAtfoVhN_89CakL7dpY--hk0Y-Ww3J984LIQMNd0OCBP_X20_beeG9cbPNRXoceBCEvm5tu4LYTNZKbDgBzQb2m8qRCRKZCJogjoAJUK48oCPyuhS5sVVDeWbdZo6mFpvO4y1MsDenf4mweEw.jpg,,,,
14,"inside a clear Big glass laboratory jar are massive scale, biomechanical flowers with hanging particles, . laboratory environment. iridescent tones. cinematic lighting. hyper details. octane render. 8k resolution. polished.",https://cdn4.telegram-cdn.org/file/LvRp7LvVpRB3mQE4bry8WXbiljEkaKbvt3lbDRZv9IpHAl3FvPTpxqoXqruYoAJMT5IwAEPb-RWHmM6eRHQ2Rsn8QncOLr6Q6L1R2EGFX8soHpYgcjZbCNB6PQJu-L0pVgY-ICFUqjvHPPGUMDVXpUl3QMmc4qi9pOq6XJY6M2sBs6CQ810RMOHvIe2iowyWCtyEyGcrpLYsSWvcx54IcyOrizPx07rGxIHUEhSlonK1pwzIMHYg-Dt_vI9jD7-1A5Dbgq5pl9Hfw5tejJEpuhBU6c6rsURDSKhqkZXyBdjPURpkWjZdnV0WPXW8oTNEKgs6Iy9PQE2M_E3EeNCoXA.jpg,https://cdn4.telegram-cdn.org/file/SJ-gzZlDZUzJcV5JRpDLhLZ-y6YC5m8BEjGWxMLV4wbnErZg-iTYJeThhuFAg1-z1MTkTwlzga07p3G4MnMKufGqoI2kBDu6loRGCF7yasPy_Zv1zwI_JNheXR6qFSAVdiEnB8_Q2s3AswnCQcIr0q16U2a9HbNqBm7Ycs4xHq8db9SrgCIro1ngZQnxAx9qLosXNzg8dBCnVUV0VPoA37iYX0TWKfFfjTr9BMVvCBFZ2gEVjj89ZYPN8s5e9TJPSVbBuRl4UgTrUKnx9__k2kp2l3btscT766gdCA2wo-gP3hS9uko5dYvOdeWmjcI0k7_tRJIJtgzu3El6BTJTAw.jpg,https://cdn4.telegram-cdn.org/file/iS2kHKvc39l4CcNwLCz91nqZf1ZHuaPBs1w8oM6ewlVTuOoNrsubPh4G0C06uc533HXbb0km-5EeLUaRn1w6m5-aWS5aj3Ey62khl3E6mataket6umJpyzcUu8cjbBN5deo7MZ2FB3vNXnGUqinh6sll1m5x-rqeyGmj0-5U3WojUgfxxNzd9QtgNiwevcm9IK8O2GrYyM52HSk7WRxijg8dRM6wdno09CWNg1ubJbM9-LvBwA1zqTd0LUD0lO-RVHTM2JMg3h-rmCr2qAze7aNP0UHe0Wl--7m_zgH2jf3bboh4j_cwqhO_QJ6IVBae3MoVJIstTzp0AVSwKAXIXA.jpg,https://cdn4.telegram-cdn.org/file/iAUEgIaMcmj633lxNzqiUtqj8IRDD7NbPKvzaQIetk-fhLu-I5eLZ9zzJLJx9vGIu8tjBUxvoTe_6cyHXm0XrLbje1MINvMSG9EKaNuOr80nJfmzEjln-gxfMi8Bp0uy_BkIMlu7AeCclbfaRzVMpXiShsCvvg1-mY_y7sAdoozxSje0l_rJ6j_Us0m7VlB6wOJpcm64iwRcqPA7SGUmlZi7onRUoBxJgUPtDa6sXDiI_uiSrsbQPZ_QLsQOhDDy3ZwDq-uHN3K3u7YNkgR_lToR_Oi9s0crc72rW7DO0x0vK-HMRnAvNGS8pPvydh1k015OsZ-8bbsXmbP67UB16w.jpg,,,,
15,"grey curly hair dutch man danny hollander dannyjevriend Studio Ghibli painterly style, portrait symetrical –iw 2",https://cdn4.telegram-cdn.org/file/B025fFF24zHdyOkCv2xTgk_YkvzJZ9bP4Cxd_atzbRpZV4EruygvLzEV370fthldQckPkg-P1iIMajJcMNufJ5ouxXiqy8X4d74FL2-gWJUSApBBDTo60UyccY_LwzuBAgnV6xys0nE-3W4KNF7_I4-t_bYycPhDkgRIfeKy4pNqPWpNTLS6VwIHFA4Yr6H_wqA4zED37B18-lACfECqHShTo2_p0JG7-hh_SEkGjjRT3WSwue8LVU90M5yNl6hsxtuivAalPybU9uiDDHOPLkdEg4JyJltETe8mOz0rpP_gRiG7WEMiCf24xdloSFJijnvTG0Dd0jmBUhAEUBf5wg.jpg,https://cdn4.telegram-cdn.org/file/fgg4XFDxRVl29Un8z5wsAnRfKAKXYWWCWLtEJlY67qp5-lRYr0w5io-KSCv4EF0b1B2ZkKwz2FJZg8VS9_xejsWEMmzHusy-kZCl-wmF8NmK-9jAiTC9WfiXvr1cynkQObGEmFBH4CpQQpnSdhffaUgrCZByDcQDZYQwgfWUD26UVhYoO5z1trApAgzKlXzQIv8M009IqNO2N5612_VixVNF4CovFglUHMt0KopS7U4l3UjdG1xyc015aOqn2_TPlE6ubxeZFd35Ze1i6qYJn1J800gxKR0jptg-gwDGL7ouDwjuJI-TCTCNMz42v0dZlg9OCoU06cShP6DH9kjZcg.jpg,https://cdn4.telegram-cdn.org/file/aJS9nQ30Y_mGFu_C8WzTRbuYxmhN6T32guz4759CLWFIIsz2zQRSJ7dLjFZZvct0GVwVmio_hdVFvaY34FIpr5UD1sNqhKE-0X5Evf-MFYDXIMEtVBKSOhGR8lCWa04gkDre4LRDQiXzRIWebnHm7tEMPMmRrcIHhtz3_ubakcZjUwbyfr7a1E8d8WHQGr6wt1g65gb8j8iJ0X7rDIHtNDfujBaRNTzfZ7FiLvOjXnIMvIsEhzp5RbjRE-Zr6QjHsJJY6BeQguP-1x8php7HFUk38EyL0JZtVe26ZgvjnLCw8OYevI_YAGiUXKg8DAjJpNTKcyFIZ8wr-AuqIeX-aw.jpg,,,,,
16,"emissary of the scarlet rot, serene, pestilence, beautiful, detailed portrait, intricate complexity, artgerm and ilya kuvshinov, quixel megascan",https://cdn4.telegram-cdn.org/file/eazON433gIJudwFtaKYoY19RAPG7L-3JS_i7vXFJONi8r_vI5yr4WzB7ocTjv-EWsAK_sMpebREy-EPRsYCPTavOZnlUk29iz0khP4U8k7GsY2Yj_X6rj5BcFVeXjbrcy1uZev0KMxyja2b7oCLSR6vdeF1WiNF9LAxv3cH7igG1P2xnJAklZBKUrw3F5XWgUPUHUI-qwcWciWRb38z480l387OBWaiW61DEhGiN3x-5EqiNIYdP8zlDnw9eWX7zMwMhXU7_cGqTrtebQUE-6RhHXWxa71jBGzUcwAfgiM0xOALSkuypL6nbWf5uzep-l2lJSIJkNVZ0ZlWnUCuqkg.jpg,https://cdn4.telegram-cdn.org/file/MinJfUeG00HPc_OvXeWh0v5SZltm3S6a3P8NmNCieZTPlYvj2Li8VcbQXLQZ-HE43BfqzFi-xnNB2_vOLzWhgKmj2B42exDFHVxiBgYQHbriiw4vsRHOTE_-yi20cG1EAoL08sxpOUqXPvMYiHVB-wGOIA04X4rcL6dri2OmpFZojC7LUmZZ8VMbBsoe9d4H7RCgBiy3h2K6TFirSQ5lf8mfdB6PIRdYtdepBpyXG3WZCpSaP54r_MDZS3LzT93P2E72sO6BssWNw3gdNRvQf27G6ILz7oZ-PKv5EHJ11Jc-fiSBmS1Fvuem6zfCiNwaL7S5mPd5PSDY1okJfimFZg.jpg,https://cdn4.telegram-cdn.org/file/HBAGHew8P3pKWrZ85EczwtNf3bNukF2n9pkv_OBrPVwWomV_k1MxuEi53YQhpStt1KwYWZhdJbLlazL5cIx8Zxr6jIxTDa1aoipCnwr97rjzDgauLOnXfzFuECkUAh7dzeQAzc9c60TcBg3C_oAh_Iha1IB_HavOJ2YumuhM1cLkCP3-zZvoL8OG4dJs9XwUuKXJLolz1HM22HBYH9yxgv5wD28gYSFiffVK96C1keUKCXRn07wbN7iw8P6_zaiOaQEYL5aHWQu53puwUEt5mAh2OEQbLtb8T_AQ9xiKrHLz8GVs-s9MvxBEvIOgXAEAbQcVshweaEW-sVhDNUq96A.jpg,,,,,
17,"pattern, in a row :: ikebana and plant shop, bright neon patterns drawing by Demizu Posuka :: isometric + Ashley Wood , steampunk :: surrounded by flower arrangements, ornate rococo, art nouveau, negative space , intricate details, watercolor, japanese traditional pattern paper, margin :: frame",https://cdn4.telegram-cdn.org/file/Iza29LtEZgU6q_6mCvGmVOX7tL_60n9wyiDuxhFttp7Y2U87bLQbX7rI5JxotpekwoQ8zMn8N3dFmvgBqTYpbUd2pZaxW7VtRONlsaIsHTYIOrkdwUcYNp0vRaSgeKBUGA79zYPWkbdNBOSETmFkFwnKbCIwfs7Ec2pu2eumLu8Zzsms_M3KQ7QIaL3_M06_g1hrvvQ-TRZRKKvf6Ds2jqE2aJGf1ic7fBl1dafoTDLMtHuXuWu8ylRSkBN0IvQQ7Xd0nBxym0TK_LqLV3s2VKvbgWyQFYx7yTgM1vaCuafRZ6pw1xYnIa_ykzWYQkIaSTWXD76ez80EN9Bq6bq01g.jpg,https://cdn4.telegram-cdn.org/file/AXOJGFOWcgX5kgjRRsmP27g6EuUGj6pPKcfNQVhr5du01IC6anHQT5fLbLC_LR-wUXfbP2Zr0_U6TGZLDNixXSuK3vLNxOwyhKsonvTxIJW-4FvT9Uygs97VT7BZUtBFRFXzstlY5murBs-d5xL0_59T6PH5th63JN2eudcGpzATdVKh_nsChDxLjZ93wdL9OyXXKsu2txIK_uGrpMb75lt3F5QDvHHyey9JNNMwEM9jgLg7FLyHAQc2guyT4UKxTd9GLaykCOw2SW0I0n4zEaiykTkTR-AYOywjrSSPtNtKTX87N62rQnDAhwfhNdHQxnOlpRNm7Jn03psft7hUUw.jpg,https://cdn4.telegram-cdn.org/file/LJRwEv-oFUL6CKzJNoeMOdedk1d-xDelQAg1wLYciSSuqt0HZQq4Sm73kONafAdDEVRA0DQAryxPC9dWj-tK5KtOxRBl7Oh91ldrvasXR0IZKPy4zQtmgp-0D5L8mhf1B4pjBH9hbkx-BL9kH98AIMVtIl6jmNbql3xEsWFJ8YuEhy_03xxwi9mYH-4oN2r9npyaolvsM40R2xNE0rYwqr1_Yx0CjxS-Fd0jViH8CNPjrxT5flNTq03NjImaDZAH3ebx4YARzvMqJcvrv2ra-2IpR1bjAuNmKxaF1I3Bgjp69YBlNpW9yrbOu3TpzOpRshQh3eEvDEyFAcAIsYlfVg.jpg,,,,,
18,"intricate colourfully painted carved wood paneling, dark souls, ivory and copper , artstation /intricate colourfully painted carved wood paneling, Bloodborne, roses and thorns , artstation/intricate colourfully painted carved wood paneling, sekiro, ochre and sapphire , artstation/intricate colourfully painted carved wood paneling, ice god mythology , artstationGoatHanger",https://cdn4.telegram-cdn.org/file/JVUN3dKC9rB1gocBGg1q3FquqckpsWdGOuzONr1VVpUobKZClyp2khbFhPqJGkZxRm3E9FuP1F_bF2ZzrzSSr1legfIMPEt2QqtsQVJOw2xwrAfIpJFqIVq5YTXdZEIPG273q4eJggV9qeJeqXfwQnqk4AjUbamqQtzhMDKO1urfHf9VQoHx3Z9nc0bwg4Y0-yIV8F-cEPWakqRAna0fcUXn2Lywo1YOSySk5SiyBhHtwd6UZtmBWynccYlsapZ4lZsVmRzCNxG4A3rq-aK3iBxJXJEU_OSPKnLJ-O6GAxkXOlliAFQSTgHjEgLdPdSZXc8-RxH5hPzw-5F1WqReoQ.jpg,https://cdn4.telegram-cdn.org/file/UQT708dcLQabTcp3qyMdFYpCYK1cOJnL92andOjKeH4GR5kjEGRvLZefZmr29QGvgFIjheOA3QJX9K115rZg36X6fCeaGCQDQ1TLm0BIOj_ilNdbIH1JhHLWvX-RHI_IEkW_4UeW9kcbSVPn3Fm6vasiWnb0jDWzfLB3XaPjjg6qjjAbGqigJ4CWph-wFujwZ44Tnfd0tpGTtDtTBuc_Cxlgo1CiqFhBPPg74zyQhO7BMno7PW8nCDXI2bx5MDUAaU1VJYpXpJ0YOyad8ggIXf7oearZLpuELP-3M09s0GLW2YzTq-DeeFrD54Du9R5QpI4YjwWNCCvmOSl-g7vaIg.jpg,https://cdn4.telegram-cdn.org/file/NHBRDHo4lgToMkB1le_RHUImX5dF0ztk1aygNE6LSgbRz8v-7wwXT9ocfnoA_AITi5TGB64o9rQjiSXXnVsP85nl4BHGCLTPZVrQIXvdFY2soiPt1cZlfmcT_Lxnqho4dldP31dqEZAfQKMaI5a35nbtKfCAFxWNpGAUn4F8C-vOBZ-lbkJ1_jrOHkd5sKwdoGTW7L38JL9OdSpFsk-wswsmnaDZnfwwKuINmeOvs3GjExlujCtujBywtmNVH3KrbMOwMHtDqoSkEkhz7AES1iPeO8XGBqjmlZqLlRelivwcd0yupKgucPjpD1tP3LUXdz5ZIA_Zxa9lw_5-WdnlyA.jpg,https://cdn4.telegram-cdn.org/file/qT1f4-rHEd1wJuWXXjthe4HinI8_byUX8WI-G4ddacbF_tZmgWiPsKs1FT_XON4xCLR7jw-NzAFY1w2h1WdVR7zfwlXW2ytMvDci4NpSCpL7rU1vbw7GhYFKlcsVHs_3E1Qc64cO86PlLoHgGmpdhDQkqbe2pRzr0VwHTclPq2aFY9XC4OAf3Obozq8Y-G3y4DuGKr26mZeUOw0VpPCJBHJMOeNs4B9Y6gHm8aLv9VIqCqqe05H2b8IyJobojFFg25G0wfPO1qU5MwKgwyRgOvh9347mFk4ALv0JeINgisL3dx1PrLxt_AjH6a0sr7IGwf79emSGSo7bygxuyttt3w.jpg,,,,
19,"Painted Black wood relief carving of Dark Crystal Mystic, explosion of flowers, intricately carved black wood, fractal, tarot, black ink, holi festival of rich color, intricate details, cinematic lighting, volumetric lighting, by mohrbacher and alphonse mucha and brian froud, brandonmc, rich colors, post-processing, moody, black framed borderBrandonMc",https://cdn4.telegram-cdn.org/file/ldKeFa4CmBWfM9Y1GcOqlmLRO9HARPJ7Ut-BoAfIEqfQLkeDTJeypnXCCRw1Uxr0LR931ZdvlPvGukcBdUI4cnkNh9gt6DEnG6IRelvpForvEArUysohWgz32IjTCJCR1Pd8_M7TIKIYEn0f6zKA7I-GgIRwEeC987TYu8upmdL9YN6MlHk-_LF465Arl8eOEbLqR9kUcdfReXqTsfO8Q4wZ3PxTSb-OAt5M6mDfXTwUxkd8hwyBICci-qBv2t81DFElZMW8QUrSRNzeC-XpsxdwkrmCezIXnFb5_6VhMmbUExwkksfWfw5004J6Hn_4KvyWsD-Aw_bdi8XWkwi86Q.jpg,https://cdn4.telegram-cdn.org/file/OZptdpRgYZWDWNMhlho9gNcQwUx69t2J2VFO6Dr3OdARUCXnw2nQpl-t4Z-3cpztUN7i-LhO2SnUCpH2veI-_5QclzU6S8k2ha-shAHzQY6Hi6xdn8xUModlHCndkoH05IEShKYfTHLg_o-wKbh8fLWYEQmwZndhCpCqiBIJo8R1veGM1ESlUV9b7S3lqrNw2_32tXyvDeiMJUYQyEQPmw-S1omIolNF9XsY7pmSdNFFqePKUeIAa37I1Znl8oh7km9ebbTZQH7yZqxMkT2EN25oQaXz34ssGYlaUn3txOfnVHbyJ2KS8q-nUMwaaVUTLoXohU86S94mMr7w9xM7DA.jpg,https://cdn4.telegram-cdn.org/file/PcVQOJoS5TfWPWJEx7acR79zBzzFHId2guTdXfsu-ZHQNLGuE4BKkIGUR0RDS3urRxK81Et_MQbu4AMHK2m0MX2a3tx2PnwgnXw9BT9dths7cUMRCCjnqa0Wg1wVOPblaywHnROLfzCfcDv8dkL36YT7cJUMED5HirRmk4JRHh1R_MyM_1iy1n8t7WIq11uZ5FUvTM-pY4pIrOi0cg3V5RetDkFWWMnnUqz9XAswdZkyAkhE9Keh8bUie4lZQ8pGtit7SfJ3TH-tQuBmGYqzMJDFtCIP2u283nKzcRX6o5mFdLoV2cv4xl2hhm-4ffdgzkWx8rgHn8-9sfo-xhwS4A.jpg,https://cdn4.telegram-cdn.org/file/P5t5YXxnu0z11mr0j6wyitp21PpZrrg6fBIz85GfeBOD7XW7m-LtsCxCPqNrjuITvhOnA4npQUzrgA9aNJCrZ0Q2NMeCBC1uTLtZM4TIFvh0TQFTQShF8WTZHsiSyglP4dAZYhkouRPWibFE5Hftye2JWAPDUNVzUsH2K4BqzMaXWeyUy06uLi6EVYIKggH2QDdNCMoNW59uPWFKdtd105oaUcNa5A5E0OhMGFMgJgxmqOUJgKbuxRGiYcbbn9Mel-9p1U4KXgUGPQIZF9dAhcjIYzmUgodqDpwisXcRtRUoZwI-hEJNhhwIDeB2mMp4YUoSxbebyKGuhEsTiGBljQ.jpg,,,,
